Export;EXP-2024-001 (2024-08-26T23:31:52+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-07-10T23:00:00+01:00;2024-07-11T00:00:00+01:00;8.41;9.93;5.13;27.07;13.45;19.86;10.09;17.83;38.66;41.54;27.81;11.51;21.03;11.46;4.56;4.86;14.42;33.35;9.17;10.18;4.67;15.66;16.09;26.72;17.24;10.05;6.83;5.13;11.16;15.64;20.9;22.4;11.44;10.07;5.2;10.43;22.86;23.52;5.41;3.44;3.12;3.1;16.25;6.16
NO2;uur;µg/m³;2024-07-11T00:00:00+01:00;2024-07-11T01:00:00+01:00;8.42;10.59;5.83;16.47;12.16;14;7.34;18.34;29.53;24.72;20.29;11.26;20.18;17.42;6.85;5.37;21.3;25.34;7.53;15.06;6.31;24.75;11.5;21.4;27.39;8.28;10.57;7.35;11.01;17.6;21.4;20.78;15.24;9.55;5.92;7.17;19.75;15.59;5.23;6.27;4.08;3.44;5.75;4.67
NO2;uur;µg/m³;2024-07-11T01:00:00+01:00;2024-07-11T02:00:00+01:00;9.88;13.59;5.56;11;10.75;21.2;6.84;13.55;19.89;15.43;14.95;9.61;13.45;17.33;5.79;3.73;15.56;28.6;4.38;10.65;9.69;13.73;10.18;35.34;18.73;5.77;10.34;5.6;11.59;12.04;18.57;19.77;13.25;11.52;5.82;6.71;13.88;11.73;5.37;6.47;3.41;3.23;8.39;3.54
NO2;uur;µg/m³;2024-07-11T02:00:00+01:00;2024-07-11T03:00:00+01:00;11.76;19.54;6.49;8.98;7.43;22.27;8.99;14.19;15.87;14.62;12.6;6.89;9.8;8.13;5.62;3.36;14.22;27.22;5.02;8.88;10.76;11.69;9.53;37.58;13.77;6.84;11.69;6.72;7.77;9.64;10.52;12.83;8.49;9.34;6.44;8.23;14.89;13.7;5.11;6.83;3.8;3.55;5.4;3.37
NO2;uur;µg/m³;2024-07-11T03:00:00+01:00;2024-07-11T04:00:00+01:00;9.4;15.92;6.37;9.65;6.95;20.16;10.42;8.36;9.52;12.42;10;6.73;8.14;7.15;6.8;5.14;15.62;26.19;5.05;7.34;9.42;12.62;11.26;28.01;17.89;8.88;11.86;8.25;7.72;9.61;9.97;12.6;8.45;8.01;7.47;11.3;10.98;9.67;4.81;7.3;6.08;3.59;4.81;3.66
NO2;uur;µg/m³;2024-07-11T04:00:00+01:00;2024-07-11T05:00:00+01:00;11.18;11.23;6.24;17.05;7.12;16.96;11.17;7.5;13.6;14.82;10.64;8.71;10.25;9.2;6.71;3.94;18.67;26.32;6.84;7.28;6.24;23.47;12.57;21.75;37.68;12.01;11.32;9.03;9.62;9.47;14.04;19.06;8.45;10.19;7.12;9.75;11.94;9.6;6.15;9.2;6.65;3.92;6.61;4.42
NO2;uur;µg/m³;2024-07-11T05:00:00+01:00;2024-07-11T06:00:00+01:00;8.74;27.43;7.26;17.01;7.54;14.09;9.87;11.1;19.84;23.06;12.41;10.08;9.05;7.84;7.66;5.38;19.36;30.42;7.83;12.55;10.7;31.94;14.35;26.86;46.97;13.16;13.13;10.65;9.49;14.51;17.47;26.91;10.08;8.3;6.57;9.27;18.74;11.78;8.09;10.38;4.85;5.01;15.3;6.61
NO2;uur;µg/m³;2024-07-11T06:00:00+01:00;2024-07-11T07:00:00+01:00;5.72;16.97;6.86;12.17;5.8;16.38;12.47;10.14;20.48;26.78;12.19;10.95;7.09;7.82;11.59;5.36;13.73;30.64;7.88;11.52;9.6;29.43;16;39.72;42.69;10.83;15.65;9.9;9.59;19.05;21.56;21.96;12.26;9.22;8.65;10.31;20.19;11.46;8.38;7.53;5.17;5.85;18.07;7.78
NO2;uur;µg/m³;2024-07-11T07:00:00+01:00;2024-07-11T08:00:00+01:00;4.78;8.72;5.72;8.62;4.25;8.54;10.56;9.67;15.99;22.48;9.66;9.12;6.99;5.47;8.29;5.69;15.05;23.5;8.23;11.72;5.89;22.49;17.28;36.38;27.39;9.09;19.27;8.35;12.17;17.19;16.58;18.26;11.18;8.61;8.27;8.4;18.18;11.33;7.39;8.27;5.1;6.82;17.88;8.07
NO2;uur;µg/m³;2024-07-11T08:00:00+01:00;2024-07-11T09:00:00+01:00;4.49;7.09;5.34;7.75;3.01;9.71;8.83;8.65;13.29;18.2;10.34;7.58;6.52;5.35;5.1;4.41;10.1;18.62;7.66;8.97;6.11;13.93;12.13;18.42;12.77;5.5;16;7.44;14.35;14.12;14.52;18.99;8.33;7.16;8.04;6.45;15.53;7.97;6.85;6.34;4.52;5.66;15.74;5.65
NO2;uur;µg/m³;2024-07-11T09:00:00+01:00;2024-07-11T10:00:00+01:00;4.11;4.63;3.64;7.22;3.24;7.82;5.29;8.71;17.99;16.14;6.55;6.46;4.48;5.38;5.09;3.8;9.62;20.37;4.87;6.48;4.34;16.38;16.24;13.94;14.28;5.28;14.05;6.21;10.45;12.67;12.29;15.14;6.58;;6.29;7.75;17.69;7.47;6.36;4.64;3.61;3.32;13.56;4.22
NO2;uur;µg/m³;2024-07-11T10:00:00+01:00;2024-07-11T11:00:00+01:00;2.95;4.64;3.19;8.6;4.6;7.57;4.86;7.52;11.52;16.51;6.87;7.57;3.67;5.03;3.34;3.6;6.86;17.6;4.14;7.1;2.65;13.11;10.95;14.96;13.53;4.1;9.22;8.07;9.5;13.57;11.91;12.44;6.98;;4.21;3.28;18.04;6.48;5.81;3.21;2.92;2.93;12.56;3.6
NO2;uur;µg/m³;2024-07-11T11:00:00+01:00;2024-07-11T12:00:00+01:00;2.62;4.13;2.87;6.59;2.47;4.3;3.98;9.58;10.6;17.47;6.4;7.22;3.44;4.23;3.54;2.6;5.4;19.2;3.16;7.38;1.92;10.68;7.63;12.02;10.24;2.82;9.74;6.66;10.92;12.36;14.7;12.27;6.85;8.76;4;6.56;16.77;5.98;4.73;2.62;2.51;2.4;11.4;3.18
NO2;uur;µg/m³;2024-07-11T12:00:00+01:00;2024-07-11T13:00:00+01:00;3.35;3.54;2.73;5.86;2.21;3.71;3.13;8.09;13.49;18.87;6.39;5.73;4.16;2.28;3.77;2.47;3.68;18.01;2.99;5.29;1.51;9.76;6.92;9.73;8.23;2.78;8.28;5.1;4.5;12.87;13.1;12.23;6.46;7.02;3.81;3.25;14.2;6.11;3.38;2.19;2.54;2.29;8.18;2.79
NO2;uur;µg/m³;2024-07-11T13:00:00+01:00;2024-07-11T14:00:00+01:00;2.66;4.32;2.51;6.91;2.27;3.3;3.66;11.72;16.96;20.17;5.1;4.64;4.16;2.21;2.6;1.97;6.05;16.97;1.91;5.02;1.88;13.05;10.3;13.89;14.66;2.73;7.9;3.73;2.71;11.18;12.95;12.19;4.67;6.74;4.65;3.16;14.64;4.96;2.68;1.79;3.17;1.37;8.27;2.64
NO2;uur;µg/m³;2024-07-11T14:00:00+01:00;2024-07-11T15:00:00+01:00;2.13;4.86;2.63;8.14;2.46;3.74;2.46;9.85;17.16;18.71;4.61;3.78;4.5;2.66;2.24;2.44;3.46;8.73;1.76;4.21;1.25;9.82;6.75;11.6;8.68;2.95;10.02;2.77;2.98;9.7;9.83;12.38;3.92;6.38;3.89;4.43;17.57;4.8;1.51;2.04;2.38;1.46;9.19;1.87
NO2;uur;µg/m³;2024-07-11T15:00:00+01:00;2024-07-11T16:00:00+01:00;3.09;3.97;2.31;10.15;2.38;3.99;1.6;10.03;19.12;19.82;4.14;3.45;4.12;3.23;1.91;2.44;2.15;9.03;1.93;3.79;2.38;8.84;5.81;13.16;6.28;4;8.8;2.71;3.13;8.63;9.62;15.72;4.31;7.26;4.29;5.86;18.48;6.31;1.6;2.24;1.7;1.3;7.85;1.71
NO2;uur;µg/m³;2024-07-11T16:00:00+01:00;2024-07-11T17:00:00+01:00;2.84;3.93;2.29;13.06;2.73;2.94;1.84;11.55;24.22;14.88;3.18;2.85;3.71;3.39;1.76;2.08;2.42;12.89;1.37;4.34;1.78;10.87;6.26;19.61;7.68;2.8;10.2;2.93;2.65;8.76;9.84;14.25;4.25;6.81;5.28;3.27;19.52;7.73;2.06;2.07;1.22;1.35;7.45;1.47
NO2;uur;µg/m³;2024-07-11T17:00:00+01:00;2024-07-11T18:00:00+01:00;4.08;4.07;2.8;10.1;3.43;3.22;2.6;13.83;14.42;9.29;3.24;3.55;4.52;3.85;1.06;3.61;4.67;10.64;1.64;4.47;1.09;11.97;6.69;20.18;7.57;2.48;8.45;3.25;2.44;8.67;9.23;14.82;4.84;5.86;4.18;3.03;25.16;9.5;2.14;1.67;1.06;1.31;8.09;2.26
NO2;uur;µg/m³;2024-07-11T18:00:00+01:00;2024-07-11T19:00:00+01:00;4.35;3.97;3.65;11.23;4.29;3.7;2.05;9.39;12.26;6.45;4.96;3.25;4.23;4.69;1.1;3.65;3.3;10.64;1.42;5;1.03;13.76;7.84;14.42;6.54;3.42;6.08;3.2;2.73;8.72;7.18;20.66;4.35;4.9;5.49;3.65;16.47;8.71;2.05;1.79;1.42;1.04;7.42;1.76
NO2;uur;µg/m³;2024-07-11T19:00:00+01:00;2024-07-11T20:00:00+01:00;5.99;4.84;3.73;12.61;5.18;5.61;1.96;12.64;15.52;11.58;9.43;3.3;5.74;7.56;2.44;5.1;3.57;8.01;7.83;7.24;1.69;14.04;6.47;15.16;6.85;3.73;8.47;7.76;3.86;7.18;10.82;21.65;5.01;4.6;4.71;4.88;29.27;15.89;2.53;1.87;1.51;1.04;7.99;1.97
NO2;uur;µg/m³;2024-07-11T20:00:00+01:00;2024-07-11T21:00:00+01:00;7.71;7.31;5.36;14.66;6.71;6.81;2.37;13.48;15.18;10.99;9.11;6.78;9.84;14.02;2.33;9.05;6.07;8.89;19.91;7.76;3.04;20.98;8.68;18.36;7.08;4.26;7.1;9.12;5.84;9.83;10.44;21.49;7.1;4.78;5.51;5.49;27.93;18.62;3.66;1.97;2.65;0.81;12.42;1.42
NO2;uur;µg/m³;2024-07-11T21:00:00+01:00;2024-07-11T22:00:00+01:00;13.37;12.87;6.18;16;9.81;13.3;2.87;15.83;17.92;12.14;11.51;16.89;8.11;17.17;3.66;12.61;8.36;8.82;21.41;10.97;2.62;18.14;11.84;22.48;9.66;3.97;7.69;7.67;6.16;16.02;20.39;22.77;12.29;6.67;6.27;7.35;31.43;13.78;3.83;2.77;3.16;1.45;7.38;1.78
NO2;uur;µg/m³;2024-07-11T22:00:00+01:00;2024-07-11T23:00:00+01:00;11.15;16.9;7.33;13.28;7.51;11.16;4.83;18.82;24.08;11.41;10.97;16.62;7.04;15.91;4.35;13.94;7.9;8.25;20.61;8.19;2.83;12.38;11.09;29.44;8.12;3.01;8.2;7.28;10.56;9.58;13.17;19.1;10.09;5.61;8.71;8.91;42.15;31.27;3.32;2.97;3.28;0.92;9.19;1.6
NO2;uur;µg/m³;2024-07-11T23:00:00+01:00;2024-07-12T00:00:00+01:00;16.99;18.39;7.67;9.16;7.58;9.71;5.88;16.27;20.29;10.86;9.69;12.94;7.96;12.91;6.15;10.42;6.73;8.52;15.78;6.67;3.05;12.12;13.23;27.72;7.8;1.59;6.54;6.45;10.59;6.49;6.78;19.68;7.34;5.75;7.05;8.97;27.76;15.82;4.28;3.18;4.06;0.74;5.89;1.33
NO2;uur;µg/m³;2024-07-12T00:00:00+01:00;2024-07-12T01:00:00+01:00;17.72;22.2;7.97;10.52;7.71;53.5;11.7;14.76;18.76;9.49;7.95;10.92;13.61;9.37;7.33;5.23;6.54;12.95;11.97;8.62;3.71;6.71;10.24;18.13;9.52;2.17;11.8;4.53;15.36;5.24;6.12;7.83;6.1;10.05;7.1;9.51;19.79;14.32;4.72;2.74;4.45;2.04;3.7;2.24
NO2;uur;µg/m³;2024-07-12T01:00:00+01:00;2024-07-12T02:00:00+01:00;13.03;21.33;9.07;9.25;8.18;25.69;11.74;14.3;14.99;10.05;8.59;9.54;13.13;8.59;11.83;11.59;5.04;8.65;8.31;10.02;4.81;6.48;6.22;9.96;12.68;1.67;3.02;3.1;8.5;5.09;5.42;4.85;5.65;12.47;6.59;8.94;18.41;10.7;3.78;2.42;4.11;1.84;3.25;1.54
NO2;uur;µg/m³;2024-07-12T02:00:00+01:00;2024-07-12T03:00:00+01:00;10.03;9.79;7.73;9.08;8.22;25.1;9.58;12.01;11.4;10.85;9.36;10.22;8.7;8.24;8.72;12.25;6.33;8.75;8.54;9.21;3.96;7.46;7.46;7.57;11.1;1.65;2.95;1.9;4.44;5.5;6.15;7.64;6.38;10.53;8.04;5.11;10.6;7.66;2.68;1.89;4.07;1.28;2.81;1.43
NO2;uur;µg/m³;2024-07-12T03:00:00+01:00;2024-07-12T04:00:00+01:00;11.22;9.05;7.59;10.25;8.81;32.38;8.56;10.36;11.33;10.71;8.76;9.79;8.95;8.11;9.26;9.95;4.96;9.23;10.95;8.36;4.49;5.5;8.05;9.21;6.91;1.96;3.53;2.07;3.89;5.8;6.33;10.38;6.72;8.24;6.63;3.72;11.23;7.09;2.83;1.66;3.89;1.25;3.8;1.58
NO2;uur;µg/m³;2024-07-12T04:00:00+01:00;2024-07-12T05:00:00+01:00;11.74;9.91;8.14;14.25;9.14;54.28;10.49;10.24;12.72;8.8;8.04;8.1;8.77;7.4;10.36;16.2;11.31;10;8.25;7.23;3.95;7.03;10.97;12.7;16.75;1.8;3.73;2.06;3.06;4.42;5.02;5.03;4.96;5.65;6.83;3.69;9.63;6.42;2.21;1.61;2.88;1.24;6.52;1.66
NO2;uur;µg/m³;2024-07-12T05:00:00+01:00;2024-07-12T06:00:00+01:00;13.18;10.35;10.45;15.77;10.77;47.48;11.8;11.59;14.83;9.09;8.5;7.04;8.59;8.11;9.72;24.38;20.39;13.67;9.57;8.73;3.31;14.31;17.63;19.25;19.06;1.92;4.15;2.72;3.15;5.76;5.88;6.7;5.5;5.04;7.08;4.94;15.17;9.55;2.99;2.57;3.48;1.42;10.75;2.63
NO2;uur;µg/m³;2024-07-12T06:00:00+01:00;2024-07-12T07:00:00+01:00;16.61;9.56;12.55;21.25;12.69;43.46;8.46;17.98;17.78;10.62;10.3;8.55;13.06;8.96;8.24;21.07;18.78;28.42;12.25;8.33;3.24;11.43;13.66;22.4;16.51;2.1;10.2;2.87;4.41;6.54;9.41;6.37;7.77;6.55;7.52;2.97;20.15;13.76;3.15;2.94;3.97;1.49;14.06;2.77
NO2;uur;µg/m³;2024-07-12T07:00:00+01:00;2024-07-12T08:00:00+01:00;16.41;9.67;14.35;21.68;15.33;30.22;7.75;17.08;18.95;10.08;7.97;9.03;12.99;8.56;11.33;17.89;9.73;25.1;11.92;13.05;5.67;12.38;12.37;18.09;14.91;2.24;11.13;2.32;5.82;5.03;11.26;5.25;7.49;7.14;8.38;3.38;27.63;16.41;2.84;2.31;2.2;1.24;12.67;1.48
NO2;uur;µg/m³;2024-07-12T08:00:00+01:00;2024-07-12T09:00:00+01:00;14.77;8.05;16.33;23.04;18.04;26.71;7.01;15.92;15.5;9.65;8.27;7.25;12.64;5.47;11.57;11.49;16.05;24.79;13.08;9.8;7.84;15.61;10.32;15.21;13.5;1.07;10.08;2.31;8.13;4.56;10.97;6.24;8;6.05;8.17;4.21;24.31;10.46;3.51;3.62;1.79;1.18;11.4;1.35
NO2;uur;µg/m³;2024-07-12T09:00:00+01:00;2024-07-12T10:00:00+01:00;11.58;7.37;13.3;24;17.22;10.17;9.41;13.34;14.11;10.84;6.3;7.71;9.94;6.43;11.88;11.52;8.14;19.52;14.49;11.55;11.68;20.35;18.98;26.17;15.13;1.01;8.67;2.16;7.11;4.85;14.03;5.27;7.51;5.85;6.09;4.48;28.09;12.17;8.83;1.74;3.28;2.14;9.19;1.62
NO2;uur;µg/m³;2024-07-12T10:00:00+01:00;2024-07-12T11:00:00+01:00;10.42;12.86;9.03;17.31;12.34;6.58;12.57;10.76;13.48;8.85;5.32;11.23;7.67;7.16;7.35;8.62;7.77;19.13;12.95;17.17;6.18;20.26;19.34;30.42;10.02;0.89;12.27;2.06;6.2;6.62;16.08;20.87;8.06;7.47;5.29;6.87;30.27;12.28;4.01;1.86;3.9;1.83;10.53;1.29
NO2;uur;µg/m³;2024-07-12T11:00:00+01:00;2024-07-12T12:00:00+01:00;7.5;5.33;7.45;12.67;6.83;6.95;8.43;10.16;14.38;8.44;7.45;7.79;7.48;6.41;3.52;3.18;7.32;26.56;14.41;15.16;6.24;15.86;11.96;21.07;7.88;1.6;13.54;2.58;7.62;5.21;12.92;26.4;6.36;8.74;4.95;8.39;20.89;10.28;2.98;1.77;2.42;1.53;17.1;1.59
NO2;uur;µg/m³;2024-07-12T12:00:00+01:00;2024-07-12T13:00:00+01:00;4.69;3.58;7.57;13.51;5.32;4.21;9.27;7.77;14.52;7.66;7.36;8.24;4.91;4.48;2.98;4.29;4.81;19.65;15.5;10.3;0.5;12.47;11.07;17.26;7.35;1.93;14.52;3;9.98;5.26;13.26;30.27;5.79;8.08;4.2;4.04;20.21;10.65;3.36;2;3.19;1.76;21.85;2.21
NO2;uur;µg/m³;2024-07-12T13:00:00+01:00;2024-07-12T14:00:00+01:00;4.12;2.68;6.86;15.91;4.48;5.45;7.32;8.92;14.81;10.4;7.66;7.11;4.28;5.38;1.81;4.64;4.85;9.35;7.72;9.65;0.82;11.71;11.44;14.57;6.84;2.8;17.28;2.02;8.16;5.27;10.93;24.1;4.62;9.17;3.73;4.4;17.37;7.5;2.77;1.91;3.68;1.47;18.3;3.78
NO2;uur;µg/m³;2024-07-12T14:00:00+01:00;2024-07-12T15:00:00+01:00;3.84;2.4;3.11;18.28;4.83;4.41;5.03;10.91;17.3;8.37;5.89;4.84;5.42;5.17;1.65;2.06;4.06;8.2;5.2;4.99;0.53;11.09;7.89;15.53;6.4;2.4;14.23;1.12;8.24;5.78;10.77;21.53;5.49;7.99;3.07;2.08;13.93;7.41;2.02;1.68;3.7;1.72;14.8;2.09
NO2;uur;µg/m³;2024-07-12T15:00:00+01:00;2024-07-12T16:00:00+01:00;3.43;1.62;2.81;18.28;6.09;4.09;4.51;13.29;13.61;8.22;4.78;6.75;4.05;3.82;1.19;1.27;3.58;7.45;10.35;6.37;0.12;13.73;7.83;13.14;6.2;2.46;7.3;1.3;9.19;7.47;11.96;19.12;6.04;10.57;2.58;4.7;16.35;7.24;3.1;2.36;3.84;1.5;16.41;2.54
NO2;uur;µg/m³;2024-07-12T16:00:00+01:00;2024-07-12T17:00:00+01:00;4.65;2.72;3.29;16.14;6.9;3.76;3.98;11.43;15.36;12.5;6.92;5.27;4.1;4.2;1.15;1.15;4.3;8.24;10.71;8.61;0.4;13.28;8.38;11.58;4.76;2.22;4.41;1.46;3.2;9;13.62;14.77;7.48;5.46;1.68;4.97;17.03;6.27;2.26;1.87;2.86;1.42;14.58;2.14
NO2;uur;µg/m³;2024-07-12T17:00:00+01:00;2024-07-12T18:00:00+01:00;5.8;4.17;3.34;19.13;5.71;4.68;3.01;12.47;11.03;14.79;11.79;6.5;3.79;4.64;1.19;1.56;2.91;6.16;11.17;7.63;0.52;12.1;7.2;9.54;5.14;1.99;10.89;1.55;1.29;10.81;11.33;15.8;6.59;2.58;2.71;3.58;19.61;7.84;1.89;1.64;1.75;2.31;9.65;4.37
NO2;uur;µg/m³;2024-07-12T18:00:00+01:00;2024-07-12T19:00:00+01:00;5.85;4.69;3.77;11.55;6.84;6.14;2.92;9.67;9.72;13.26;9.55;5.27;3.95;6.37;1.61;2.63;2.51;5.46;12.4;10.22;0.3;8.53;6.54;8.43;4.3;2.03;8.55;1.99;1.5;8.74;9.01;14.16;4.93;2.64;2.12;2.4;14.14;6.57;1.61;1.6;1.7;3.26;7.4;2.82
NO2;uur;µg/m³;2024-07-12T19:00:00+01:00;2024-07-12T20:00:00+01:00;5.49;4.99;3.67;8.75;5.89;4.54;2.71;12.45;12.69;17.98;14.48;4.55;4.77;4.35;1.79;3.5;3.11;4.61;10.68;8.2;1.15;10.66;6.95;7.16;4.63;2.01;7.63;1.72;1.68;11.33;7.68;12.82;5.8;3.42;2.32;3.17;14.84;7.69;2.25;1.32;1.45;1.63;7.41;3.36
NO2;uur;µg/m³;2024-07-12T20:00:00+01:00;2024-07-12T21:00:00+01:00;5.23;3.52;3.72;7.3;4.61;9.3;3.01;10.72;12.38;22.35;15.82;5.21;4.56;3.69;0.94;1.2;3.14;5.83;5.87;10.72;1.13;9.99;5.94;8.9;6.46;1.84;5.35;2.65;1.47;12.11;8.28;11.41;5.26;4.5;2.63;4.79;15.03;6.53;2.88;1.68;1.2;1.53;5.54;2.07
NO2;uur;µg/m³;2024-07-12T21:00:00+01:00;2024-07-12T22:00:00+01:00;5.44;3.03;4.51;10.1;5.75;6.42;2.45;13.07;12.7;14.4;8.02;2.96;6.33;3.38;1.23;1.25;2.58;8.26;4.19;15.23;1.25;8.3;5.2;19.03;6.33;2.09;6.69;1.45;2.44;13.96;13.21;11.44;6.85;5.02;2.71;4.57;13.6;5.9;1.96;1.34;1.11;1.81;5.04;2.1
NO2;uur;µg/m³;2024-07-12T22:00:00+01:00;2024-07-12T23:00:00+01:00;5.11;5.7;5.79;10.19;7.67;3.47;3.34;8.08;9.78;11.39;6.54;2.52;5.07;5.67;1.43;1.45;2.25;13.77;2.5;10.82;1.07;10.61;4.07;26.57;4.71;1.57;6.02;2.01;3.32;9;10.68;12.35;5.88;4.63;3.89;3.6;11.88;6.94;1.25;1.04;1.03;1.58;5.21;1.76
NO2;uur;µg/m³;2024-07-12T23:00:00+01:00;2024-07-13T00:00:00+01:00;3.8;16.35;4.09;8.07;6.46;3;3.84;6.46;8.44;7.63;4.26;2.17;3.75;8.5;1.94;1.33;1.93;21.27;1.91;5.75;0.46;7.61;3.7;10.68;4.53;1.51;7.58;4.35;1.75;8.84;8.93;8.83;6.54;4.87;4.29;3.54;14.74;6.9;1.57;1.14;1.38;1.16;4.43;2.11
NO2;uur;µg/m³;2024-07-13T00:00:00+01:00;2024-07-13T01:00:00+01:00;4.45;31.19;5.37;6.61;5.29;5.87;3.69;;5.89;5.55;5.02;2.75;4.14;4.02;1.59;5.46;2.9;22.41;1.98;3.33;1.4;6.16;4.24;15.33;3.77;10.99;;5.4;3.41;7.21;9.24;7.56;5.17;8.31;4.23;4.14;11.23;8.09;1.93;1.48;1.69;1.46;3.34;1.33
NO2;uur;µg/m³;2024-07-13T01:00:00+01:00;2024-07-13T02:00:00+01:00;4.4;15.2;4.28;4.21;3.83;3.15;5.99;4.73;5.31;2.7;3.59;2.14;5.93;2.74;1.41;3.93;4.25;14.66;1.34;2.3;1.34;7.08;5.45;8.26;6.59;19.14;9.13;2.67;4.75;8.31;10.01;7.83;7.99;5.7;4.2;6.46;6.16;4.29;1.64;0.81;1.89;1.38;2.84;0.9
NO2;uur;µg/m³;2024-07-13T02:00:00+01:00;2024-07-13T03:00:00+01:00;3.84;16.88;3.64;4.34;3.37;10.35;5.56;6.47;6.47;4.04;3.53;1.91;5.53;1.91;1.5;2.61;1.41;21.25;1.38;2.15;0.99;3.67;2.9;9.92;3.42;4.51;5.46;3.61;1.92;6.2;7.76;5.12;5.91;7.99;5.06;4.87;3.33;2.7;3.44;1.6;1.4;1.58;3.1;0.64
NO2;uur;µg/m³;2024-07-13T03:00:00+01:00;2024-07-13T04:00:00+01:00;5.28;12.72;2.82;4.64;3.35;11.26;5.19;6.54;7.1;5.38;5.16;1.66;7.09;4.64;1.93;2.52;1.8;10.04;1.21;2.57;0.96;3.68;4.08;4.19;4.35;1.88;4.04;3.52;9.78;8.92;8.78;6.23;8.66;4.2;3.36;3.57;2.92;2.38;2.6;1.74;1.66;1.31;2.99;0.84
NO2;uur;µg/m³;2024-07-13T04:00:00+01:00;2024-07-13T05:00:00+01:00;5.47;10.91;2.54;7.2;6.18;11.79;6.18;7.59;7.52;6.01;5.57;1.99;7.03;5.76;2.25;3.02;1.83;15.62;1.68;3.33;1.31;3.74;3.28;13.19;8.15;1.86;3.8;3.22;8.17;5.25;6.48;12.07;4.71;4.11;2.45;2.95;5.1;4.06;2.64;1.6;2.11;1.99;4.79;1.29
NO2;uur;µg/m³;2024-07-13T05:00:00+01:00;2024-07-13T06:00:00+01:00;5.55;14.98;4.24;7.92;6.69;11.92;5.86;6.95;7.49;6.62;5.64;2.05;6.53;6.26;2.5;3.55;2.05;20.05;1.52;2.51;0.78;5.79;4.53;17.18;8.49;2.22;5.11;2.67;2.09;6.23;7.43;8.41;5.24;8.77;3.07;2.66;5.65;4.73;3.85;1.54;1.98;1.79;7.37;1.21
NO2;uur;µg/m³;2024-07-13T06:00:00+01:00;2024-07-13T07:00:00+01:00;3.92;6.68;6.42;8.83;7.41;11.98;6.46;6.7;7.16;8.11;6.11;3.36;5.7;6.19;2.52;3.42;2.13;13.01;2.16;6.3;1.78;5.65;4.44;8.96;3.85;3.33;4.71;4.42;1.88;8.46;12.46;7.37;6.77;9.85;4.52;3.26;7.72;6.26;2.89;2.16;2.9;1.89;6.69;1.66
NO2;uur;µg/m³;2024-07-13T07:00:00+01:00;2024-07-13T08:00:00+01:00;3.9;5.3;4.48;10.7;8.24;10.69;3.93;6.52;7.25;8.22;6.1;2.5;6.18;6.53;2;4.02;2.78;4.48;3.61;12.45;1.98;4.64;4.49;7.78;4.25;1.89;5.77;3.58;2.37;10.58;11.95;8.47;9.04;7.4;4.33;3.82;7.78;6.47;3.15;1.67;2.53;1.8;6.71;2.51
NO2;uur;µg/m³;2024-07-13T08:00:00+01:00;2024-07-13T09:00:00+01:00;4.15;7.99;4.04;8.81;6.63;10.56;3.35;7;7.98;10.68;4.16;1.92;5.68;6.75;1.49;2.73;3.98;6.65;2.31;7.69;1.58;7.79;4.48;16.54;4.76;2.4;6.93;2.95;1.83;8.55;8.09;8.37;3.93;3.33;4.63;5.84;10.26;9.74;2.95;1.43;1.95;1.63;8.91;3.45
NO2;uur;µg/m³;2024-07-13T09:00:00+01:00;2024-07-13T10:00:00+01:00;4.43;7.93;3.35;7.75;5.32;8.98;5.19;6.46;8.47;10.43;4.43;2.06;4.72;5.87;1.13;3.46;4.56;13.66;1.29;5.46;1.03;7.57;5.16;9.5;6.89;1.49;7.92;2.9;1.6;7.38;7.67;7.12;3.61;2.92;4.66;3.57;10.12;7.56;2.91;1.24;2;1.69;7.55;2.76
NO2;uur;µg/m³;2024-07-13T10:00:00+01:00;2024-07-13T11:00:00+01:00;6.24;8.5;3.02;8;4.8;6.4;7.23;6.69;9;13.76;3.98;1.36;4.24;5.86;1.19;2.44;4.19;9.68;0.95;3.35;0.77;8.08;6.1;7.63;9.64;1.57;9.56;2.11;1.71;6.16;9.13;7.25;3.36;5.34;6.27;3.49;12.69;6.83;2.29;1.03;2.5;1.3;12.4;1.89
NO2;uur;µg/m³;2024-07-13T11:00:00+01:00;2024-07-13T12:00:00+01:00;4.23;7.25;3.41;9.04;4.66;4.83;5.14;6.11;8.68;12.91;5.04;1.45;4.09;4.35;1.16;1.91;2.9;10.53;1.62;3.1;0.96;7.97;4.53;7.26;7.92;1.51;6.44;1.8;8.83;7.34;9.82;6.6;3.88;4.91;5.46;3.58;10.47;5.5;1.55;1.01;1.79;1.2;11.95;1.67
