Export;EXP-2024-001 (2024-07-04T21:11:37+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-05-17T12:00:00+01:00;2024-05-17T13:00:00+01:00;8.67;6.06;6.71;24.95;8.84;5.98;8.42;14.06;16.12;14.3;10.56;12;7.79;6.59;;8.3;7.8;9.04;9.44;6.38;2.3;14.62;8.32;12.94;9.66;4.78;21.61;5.65;6.46;5.08;10.5;24.49;4.72;5.61;6.52;3.03;29.34;9.33;5.21;6.09;4.19;5.11;14.42;2.57
NO2;uur;µg/m³;2024-05-17T13:00:00+01:00;2024-05-17T14:00:00+01:00;9.68;6.35;5.4;30.37;7.99;5.61;6.36;15.91;26.33;12.56;12.37;10.6;8.26;7.57;;5.12;7.66;10.44;8.13;7.07;2.53;13.81;8.84;16.47;10.13;4.95;15.43;6.1;10.8;6.52;12.36;23.4;5.7;7.58;6.92;8.49;38.37;12.07;5.92;5.53;3.91;4.66;13.61;2.7
NO2;uur;µg/m³;2024-05-17T14:00:00+01:00;2024-05-17T15:00:00+01:00;10.89;9.17;8.26;27.03;11.72;6.55;7.12;15.68;25.25;11.35;8.45;10.51;7.56;10.03;14.77;8.58;4.65;8.4;12.15;8.11;2.2;13.85;9.1;18.72;10.82;12.71;10.05;5.39;7.36;7.8;13.11;24.33;6.25;6.24;4.87;6.31;46.56;16.55;5.89;4.61;4.42;4.81;13.87;2.65
NO2;uur;µg/m³;2024-05-17T15:00:00+01:00;2024-05-17T16:00:00+01:00;14.12;6.61;11.52;30.33;10.36;7.03;5.13;20.17;25.38;13.54;14.16;12.34;7.46;16;6.38;11.14;4.67;7.97;15.72;8.97;3.45;11.8;7.63;16.84;8.73;15.1;9.44;5.06;4.55;15.65;21.6;30.58;14.17;4.82;5.03;9.9;48.12;25.32;6.37;6.59;4.54;8.45;19.02;2.61
NO2;uur;µg/m³;2024-05-17T16:00:00+01:00;2024-05-17T17:00:00+01:00;13.16;9.63;8.6;24.75;10.6;7.62;2.81;18.28;27.61;18.5;13.44;14.99;8.85;12.4;5.86;18.55;7.83;7.02;13.29;7.87;3.2;13.57;8.41;15.09;12.25;16.95;8.05;5.29;4.42;23.15;32.32;26.3;18.54;3.53;6.86;8.71;32.8;26.99;4.88;7.32;5.48;10.89;25.09;3.85
NO2;uur;µg/m³;2024-05-17T17:00:00+01:00;2024-05-17T18:00:00+01:00;14.34;8.93;10.99;20.86;10.53;7.28;6.15;19.67;22.25;13.94;11.15;16.3;7.14;10.42;10.67;13.27;5.77;8.92;15.36;9.54;3.2;14.03;8.33;17.12;11;14.31;8.7;5.21;5.04;34.97;30.74;26.72;26.85;5.36;6.47;8.16;37.76;29.01;7.08;8.09;8.8;14.14;20.42;7.74
NO2;uur;µg/m³;2024-05-17T18:00:00+01:00;2024-05-17T19:00:00+01:00;12.34;9.19;7.88;19.68;9.68;6.21;8.2;17.81;17.15;10.74;8.44;14.51;7.51;16.87;9.38;28.46;6.29;8.31;13.58;13.3;4.38;11.52;8.48;15.43;10.44;12.55;10.21;11.01;4.25;31.92;21.3;37.5;27.61;4.85;13.07;9.87;23.94;20.1;8.52;10.41;12.7;12.51;19.22;6.8
NO2;uur;µg/m³;2024-05-17T19:00:00+01:00;2024-05-17T20:00:00+01:00;11.51;10.52;7.55;19.21;9.46;7.48;10.75;14.43;16.33;11.77;9.5;14.03;7.91;23.06;7.55;18.2;7.51;8.84;14.79;9.36;4.83;16.12;9.88;17.64;10.08;17.35;10.97;15.02;5.18;29.2;23.38;32.35;26.3;5.85;16.97;9.63;24.84;17.14;13.72;14.09;22.46;12.52;37.07;5.51
NO2;uur;µg/m³;2024-05-17T20:00:00+01:00;2024-05-17T21:00:00+01:00;13.66;10.23;7.3;22.94;10.04;7.09;9.38;16.31;20.23;10.57;10.17;15.33;7.78;18.87;5.78;20.12;6.85;9.39;15.84;10.75;4.34;15.92;8.89;16.4;10.36;13.21;9.76;11.63;7.99;29.3;37.17;26.45;24.45;4.9;21.36;10.42;29.05;19.6;16.84;14.9;21.68;13.23;30.41;8.09
NO2;uur;µg/m³;2024-05-17T21:00:00+01:00;2024-05-17T22:00:00+01:00;11.95;12.64;7.14;18.97;9.8;6.21;10.09;15.3;16.71;11.12;9.22;13.4;5.95;16.01;6.16;18.94;8.09;10.31;17.28;11.72;3.63;14.93;10.94;15.06;13.42;12.19;13.46;12.31;7.7;24.04;32.54;26.98;20.79;5.3;19.44;10.63;24.33;16.88;13.19;13.37;12.99;11.35;24.1;13.43
NO2;uur;µg/m³;2024-05-17T22:00:00+01:00;2024-05-17T23:00:00+01:00;9.24;12.93;7.43;14.18;9.78;5.66;12.77;10.16;14.89;11.04;9.88;15.8;5.38;13.88;6.94;7.45;14.13;11.22;18.02;11.62;4.63;17.11;10.93;16.02;18.3;14.2;31.38;12.77;7.26;31.43;38.09;27.65;23.97;4.94;16.54;9.62;22.16;17.88;13.35;11.35;26.43;15.19;21.54;9
NO2;uur;µg/m³;2024-05-17T23:00:00+01:00;2024-05-18T00:00:00+01:00;9.05;11.8;7.91;8.59;8.01;6.22;12.62;10.2;11.56;10.55;9.35;15.87;5.25;19.34;8.67;4.55;13.16;9.24;17.86;12.35;16.39;19.26;15.39;17.28;18.89;11.52;32.61;13.3;8.05;28.97;40.34;24.85;21.51;5.06;16.59;10.63;21.7;15.97;11.4;10.72;22.62;7.99;27.34;7.54
NO2;uur;µg/m³;2024-05-18T00:00:00+01:00;2024-05-18T01:00:00+01:00;8.13;13.62;6.91;10.46;8.49;6.57;10.61;12.55;11.33;16.77;13.14;18.89;6.21;18.33;10.21;8.39;15.28;13.15;22.82;7.82;9.48;16.27;10.9;9.31;;13.66;16.04;15.46;17.23;24.44;28.91;30.3;16.79;8.35;15.4;12.27;24.15;15.6;11.79;10.03;17.24;7.92;9.94;6.88
NO2;uur;µg/m³;2024-05-18T01:00:00+01:00;2024-05-18T02:00:00+01:00;7.55;13.15;4.7;6.08;5.24;6.1;8.39;10.24;9.78;14.51;10.57;15.49;6.01;22.25;4.65;6.48;17.49;12.07;19.44;9.65;10.63;17.84;14.6;12.97;;9.51;16.43;21.41;12.89;19.03;23.9;25.13;14.4;9.13;10.35;12.11;20.23;14.47;13.08;10.17;17.32;7.75;10.25;6.32
NO2;uur;µg/m³;2024-05-18T02:00:00+01:00;2024-05-18T03:00:00+01:00;5.5;14.16;5.06;6.18;5.01;6.64;4.93;9.65;8.27;17.78;11.84;18.71;6.23;15.84;7.23;6.4;14.17;15.31;18.81;13.31;8.53;13.76;13.99;11.7;;9.74;13.76;16.17;13.04;19.76;28.53;21.52;18.16;9.71;9.58;10.24;15.72;11.81;12.24;11.35;22.62;7.89;9;5.8
NO2;uur;µg/m³;2024-05-18T03:00:00+01:00;2024-05-18T04:00:00+01:00;4.39;13.75;4.38;5.78;5.11;7.43;5.02;7.94;7.74;18.58;15.13;16.36;6.3;18.04;7.72;6.71;8.49;12.75;23.13;11.04;10.44;9.72;10.75;11.76;;10.94;15.13;13.83;11.37;21.2;28.97;22.4;25.11;11.26;10.39;10.27;21.92;15.41;15.59;12.52;18.99;6.95;10.2;6.41
NO2;uur;µg/m³;2024-05-18T04:00:00+01:00;2024-05-18T05:00:00+01:00;3.89;9.27;4.77;6.4;4.62;8.81;6.35;8.36;9.16;13.16;13.87;14.32;7.65;22.84;6.07;8.46;10.57;10.73;24;12.35;5.22;10.19;11.19;12.14;;15.44;10.02;15.31;8.39;24.89;27.61;25.45;24.18;8.39;8.42;13.64;28.38;17.68;14.57;12.91;27.99;7.32;11.47;7.56
NO2;uur;µg/m³;2024-05-18T05:00:00+01:00;2024-05-18T06:00:00+01:00;4.44;7.5;6.51;10.51;8;9.18;6.95;10.64;10.73;15.48;13.04;13.3;9.17;19.44;9.97;7.57;12.85;12.66;19.4;22.48;4.44;13.55;12.64;19.77;;18.54;11.83;13.03;7.06;25.46;30.85;28.66;22.6;7.73;8.3;11.19;20.75;12.36;12.26;9.79;24.86;8.35;17.47;7.46
NO2;uur;µg/m³;2024-05-18T06:00:00+01:00;2024-05-18T07:00:00+01:00;5.37;8.22;4.66;7.99;6.22;10.96;5.89;11.54;12.28;25.7;15.43;12.63;8.51;14.66;6.1;7.05;13.11;10.19;12.39;29.72;17.58;18.02;14.93;16.73;;15.31;20.38;11.04;7.74;27.96;24.22;29.97;23.79;8.14;8.78;11.99;23.6;15.18;11.99;7.41;23.51;8.97;16.49;8.5
NO2;uur;µg/m³;2024-05-18T07:00:00+01:00;2024-05-18T08:00:00+01:00;5.76;10.34;5.28;12.5;6.8;12.15;7.01;12.49;14;24.39;15.88;17.56;8.31;13.96;7.27;6.83;8.43;10.66;22.01;23.22;16.85;10.37;12.94;19.52;;10.01;26.88;9.04;12.05;17.07;20.8;22.55;14.33;8.95;7.76;10.81;21.43;11.99;11.92;7.9;17.22;9.81;13.14;8.48
NO2;uur;µg/m³;2024-05-18T08:00:00+01:00;2024-05-18T09:00:00+01:00;6.74;10.01;5.78;8.92;7.45;12.74;9.71;14.69;14.48;29.61;15.44;16.68;8.4;9.98;4.96;5.58;15.67;11.3;29.25;18.25;16.7;15.26;8.27;15.94;;8.22;22.58;6.12;11.47;14.88;20.32;9.7;11.77;9.79;6.4;6.68;31.1;18;8.14;6.56;8.71;9.82;15.37;8.34
NO2;uur;µg/m³;2024-05-18T09:00:00+01:00;2024-05-18T10:00:00+01:00;7.99;9.16;6.2;9.44;6.52;11.19;10.36;13.75;15.89;25.49;15.9;18.82;7.15;9.01;9.19;7.27;17.64;14.72;35.52;15.41;11.1;15.83;9.95;14.4;;6.2;28.79;5.49;8.05;13.01;15.72;7.6;8.83;8.02;4.56;4.52;33.19;18.68;6.22;4.74;5.21;5.71;12.2;5.11
NO2;uur;µg/m³;2024-05-18T10:00:00+01:00;2024-05-18T11:00:00+01:00;6.63;6.53;6.91;14.88;7.18;10.78;8.53;15.38;15;24.19;15.1;21.11;6.41;8.1;5.57;9.77;14.99;23.15;32.6;14.91;13.01;18.97;10.16;15.09;;6.15;22.9;5.86;7.73;7.83;14.45;3.59;6.26;8.79;3.31;3.42;31.47;12.62;4.76;5.33;4.84;3.34;13.9;3.07
NO2;uur;µg/m³;2024-05-18T11:00:00+01:00;2024-05-18T12:00:00+01:00;5.64;6.34;7.92;11.39;6.82;8.74;6.3;14.34;14.32;22.64;16.33;18.86;6.51;8.12;5.42;5.72;8.09;27.02;30.93;16.18;11.63;16.29;11.24;18.48;;5.58;12.99;5.18;5.66;9.12;13.35;3.78;6.1;7.46;3.26;3.51;26.63;10.02;6;6.81;3.84;3.82;13.35;2.7
NO2;uur;µg/m³;2024-05-18T12:00:00+01:00;2024-05-18T13:00:00+01:00;4.71;6.97;5.87;10.92;5.89;6.89;6.22;13.05;15.5;22.31;10.58;11.89;6.32;7.31;4.59;3.44;8.33;22.17;31.75;21.48;9.84;13.63;9.71;31.32;;5.15;16.27;3.99;3.95;8.81;11.48;2.68;5.61;4.87;3.2;3.3;24.49;6.6;4.98;6.97;3.06;5.52;14.17;3.03
NO2;uur;µg/m³;2024-05-18T13:00:00+01:00;2024-05-18T14:00:00+01:00;5.08;6.88;4.98;10.89;5.17;6.62;6.74;14.18;14.45;16.27;7.97;11.98;5.21;6.4;2.83;3.7;12.9;32.81;17.24;22.37;11.53;18.64;12.6;40.91;;4.32;15.75;4.45;3.64;5.18;11.26;10.54;4.31;4.16;3.11;4.6;31.73;12.63;5.43;17.05;3.46;6.27;13.17;3.77
NO2;uur;µg/m³;2024-05-18T14:00:00+01:00;2024-05-18T15:00:00+01:00;5.25;8.48;4.26;13.33;5.06;6.42;4.91;13.56;15.03;15.88;7.2;11.13;4.36;7.2;8.37;3.34;20.09;42.82;12.98;13.98;15.23;23.7;14.18;40.97;;3.81;17.19;5.48;3.46;6.41;12.34;9.97;4.74;4.16;3.61;7.04;35.01;13.31;5.93;9.02;2.99;6.43;11.25;3.17
NO2;uur;µg/m³;2024-05-18T15:00:00+01:00;2024-05-18T16:00:00+01:00;5.84;4.88;4.2;22.74;5.26;6.6;4.14;20.72;17.14;13.18;7.98;7.83;4.48;13.75;7.47;5.37;12.84;35.43;12.98;18.32;19.18;19.58;12.73;37.29;;3.24;16.15;10.37;6.85;10.72;12.34;2.59;6.3;10.54;6.69;8.94;39.19;12.5;5.81;4.69;3.15;6.21;11.94;4
NO2;uur;µg/m³;2024-05-18T16:00:00+01:00;2024-05-18T17:00:00+01:00;5.87;4.95;3.75;23.26;7.01;5.47;5.68;18.26;17.77;17.81;8.04;10.59;4.5;20.43;6.11;9.13;14.06;15.88;11.32;27.53;25.98;19.61;13.68;24.04;;2.95;15.48;4.75;10.01;15.3;25.92;2.65;8.28;4.77;4.82;5.81;32.76;10.93;5.91;4.44;4.23;9.14;12.11;6.11
NO2;uur;µg/m³;2024-05-18T17:00:00+01:00;2024-05-18T18:00:00+01:00;5.04;5.89;5.38;15.71;6.62;6.81;6.25;16.18;16.69;23;13.44;8.15;3.81;9.11;3.8;7.8;16.41;12.01;26.96;17.64;30.81;25.28;12.98;22.06;;3.11;16.37;4.41;9.98;10.39;23.54;3.72;6.86;6.16;5.17;4.66;29.7;8.42;4.53;4;4.48;8.62;11.69;5.8
NO2;uur;µg/m³;2024-05-18T18:00:00+01:00;2024-05-18T19:00:00+01:00;5.43;6.4;6.4;13.22;7.26;7.69;5.53;13.31;14.83;17.04;11.16;9.3;5.82;15.77;6.76;7.96;21.24;13.83;27.87;9.62;27.13;33.48;22.39;26.06;;10.13;27.91;5.41;7.48;10.97;15.54;7.84;7.38;9.73;6.21;4.34;27.27;8.79;6.09;3.84;5.27;7.66;17.27;10.46
NO2;uur;µg/m³;2024-05-18T19:00:00+01:00;2024-05-18T20:00:00+01:00;6.15;6.71;7.97;12.12;8.47;8.06;7.1;14.9;16.32;26.17;11.3;7.45;7.52;10.32;6.55;10.31;10.44;28.24;22.36;19.16;23.22;20.34;20.84;35.84;;3.61;47.89;9.04;6.87;13.94;23.88;6.81;6.58;6.94;10.67;4.74;22.94;9.43;6.3;4.78;6;9.53;19.61;9.92
NO2;uur;µg/m³;2024-05-18T20:00:00+01:00;2024-05-18T21:00:00+01:00;6.27;7.73;9.1;12.04;9.83;9.7;9.36;19.84;18.57;9.14;8.79;11;7.27;18.22;5.62;7.42;15.45;45.65;12.26;10.45;22.9;27.02;22.18;31.85;;45.55;49.94;7.32;5.43;16.33;18.88;24.45;8.77;4.01;8.67;6.71;35.1;16.76;8.34;7.61;7.2;7.98;19.96;7.25
NO2;uur;µg/m³;2024-05-18T21:00:00+01:00;2024-05-18T22:00:00+01:00;3.86;9.5;6.34;13.76;9.41;9.08;4.82;17.1;21.48;16.69;3.21;9.93;9.82;11.96;4.55;9.83;26.31;31.98;9.65;11.03;15.04;35.87;41.14;34.33;;108.85;38.86;10.36;14.49;22.84;22.54;28.12;10.86;5.55;10.73;7.72;36.86;16.14;8.92;7.62;6.49;7.68;20.6;9.12
NO2;uur;µg/m³;2024-05-18T22:00:00+01:00;2024-05-18T23:00:00+01:00;6.34;13.09;6.33;10.34;7.76;8.84;4.83;14.13;22.5;12.32;5.71;7.53;9.12;11.98;4.2;8.91;30.93;50.19;6.77;11.58;7.7;35.7;54.5;19.44;;112.24;21.88;15.13;14.28;23.22;27.1;25.33;17.39;15.94;12.56;9.51;27.08;16.94;10.96;7.42;9.14;7.69;18;8.05
NO2;uur;µg/m³;2024-05-18T23:00:00+01:00;2024-05-19T00:00:00+01:00;5.58;10.51;7.52;9.3;6.73;10.04;3.85;15.88;20.23;11.35;7.46;5.32;9.19;14.36;4.05;14.88;20.17;20.02;5.73;9.41;5.41;27.45;15.92;16.35;;15.67;16.51;10.65;10.59;20.21;22.52;21.26;18.15;34.12;13.66;10.03;20.15;12.39;10.1;6.69;11.31;5.87;15.89;7.2
NO2;uur;µg/m³;2024-05-19T00:00:00+01:00;2024-05-19T01:00:00+01:00;7.25;13.91;6.72;13.31;8.48;9.7;3.65;15.06;23.09;13.32;7.77;5.62;9.02;11.83;5.13;15.79;12.65;46.1;6.73;30.57;;18.4;15.39;46.52;;9.53;13.8;13.82;7.69;10.57;14.41;15.36;9.08;20.79;12.66;10.48;17.69;12.21;11.22;7.37;10.47;7.28;15.15;6.45
NO2;uur;µg/m³;2024-05-19T01:00:00+01:00;2024-05-19T02:00:00+01:00;6.54;11.88;3.84;11.21;6.78;10.01;3.88;10.74;16.65;7.65;4.39;3.84;7.83;15.49;6.12;9.44;11.58;22.96;5.95;24.48;8.8;14.21;11;32.31;14.51;8.78;11.32;7.8;6.79;11.22;9.02;11.37;9.63;9.65;11.5;10.19;20.45;14.42;8.86;6.67;12.53;6.22;12.88;5.57
NO2;uur;µg/m³;2024-05-19T02:00:00+01:00;2024-05-19T03:00:00+01:00;7.29;12.14;5.63;9.3;6.51;8.09;3.67;8.59;10.69;7.66;6.14;3.68;8.29;23.06;5.06;3.83;8.8;9.62;14.3;29.6;7.98;14.97;8.36;16.67;11.38;7.9;11.64;6.7;6.14;7.94;8.97;11.62;8;7.06;8.11;10.61;16.23;12.55;8.12;6.01;18.82;7.58;9.33;4.82
NO2;uur;µg/m³;2024-05-19T03:00:00+01:00;2024-05-19T04:00:00+01:00;6.81;15.84;6.46;9.98;6.44;8.95;4.02;7.78;8.03;8.63;6.8;6.71;7.07;22.22;9.6;4.57;7.45;9.3;46.4;14.68;7.77;10.76;7.83;11.67;10.53;8.23;11.89;6.55;6.67;11.7;10.89;13.59;10.22;6.13;7.06;10.68;18.54;13.3;10.47;5.5;19.87;7.37;9.62;6.01
NO2;uur;µg/m³;2024-05-19T04:00:00+01:00;2024-05-19T05:00:00+01:00;7.93;17.06;7.43;9.07;7.8;7.84;4.02;7.32;7.67;7.21;5.49;8.03;6.08;13.02;6;4.63;6.49;7.07;51.33;12.96;6.6;9.54;6.86;12.13;10.12;62.45;11.02;5.82;6.78;10.09;10.69;13.99;8.74;5.09;7.76;11.57;14.61;12.33;12.18;5.91;17.23;6.69;9.77;5.17
NO2;uur;µg/m³;2024-05-19T05:00:00+01:00;2024-05-19T06:00:00+01:00;6.43;15.13;7.25;10.87;8.25;6.37;3.7;7.84;8.39;10.56;9.46;6.23;4.18;9.41;4.75;3.45;8.18;7.07;38.73;10.23;4.33;9.71;6.7;11.38;9.87;20.96;15.73;5.41;7.24;14.66;12.13;14.52;12.79;4.36;9.64;9.73;11.74;9.63;11.66;5.82;16.35;7.8;8.33;5.61
NO2;uur;µg/m³;2024-05-19T06:00:00+01:00;2024-05-19T07:00:00+01:00;4.96;10.7;4.34;8.5;6.9;3.76;4.9;6.87;6.21;11.09;7.99;9.41;4.01;8.57;4.38;3.03;16.16;6.95;36.18;11.2;6.79;15.88;9.33;12.73;16.34;3.13;12.13;5.05;8.87;14.9;14.05;17.67;11.69;4.73;9.3;5.66;10.43;9.95;9.33;6.53;10.83;6.44;9.65;7.28
NO2;uur;µg/m³;2024-05-19T07:00:00+01:00;2024-05-19T08:00:00+01:00;4.87;10.44;7.85;10.06;8.46;6.65;4.04;6.44;8.31;10.35;8.34;11.52;3.68;7.01;5.65;3.92;14.32;7.74;42.56;12.73;8.92;14.64;12;15.97;18.28;5.69;6.34;5.97;13.05;15.3;15.27;15.86;12.45;5.31;13.17;4.13;15.24;12.13;9.15;6.09;10.06;5.3;10.49;8.36
NO2;uur;µg/m³;2024-05-19T08:00:00+01:00;2024-05-19T09:00:00+01:00;5.15;10.06;10.71;10.5;8.72;7.31;4.57;8.68;11.4;17.65;15.06;12.45;4.4;6.56;7.3;3.54;14.01;9.78;40.82;13.59;7.95;14.35;8.78;16.43;14.26;2.75;4.97;6.17;6.03;13.53;15.41;6.79;10.59;4.97;11.72;4.08;15.73;11.34;7.61;6.54;10.08;4.37;9.33;6.95
NO2;uur;µg/m³;2024-05-19T09:00:00+01:00;2024-05-19T10:00:00+01:00;5.15;8.41;10.02;13.53;9.79;7.69;6.04;10.03;11.31;21.35;17.33;16.2;5.9;6;10.3;4.52;15.68;12.14;35.89;13.84;10.86;17.29;11.04;14.73;17.16;3.14;4.96;6.59;3.5;6.12;9.99;3.62;5.13;4.98;9.5;3.52;12.74;8.87;5.25;5.73;6.67;4.15;10.08;3.46
NO2;uur;µg/m³;2024-05-19T10:00:00+01:00;2024-05-19T11:00:00+01:00;5.81;6.38;8.12;11.87;9.01;8.8;4.71;11.57;11.5;20.55;15.3;13.92;5.57;5.4;14.2;3.86;11.59;5.74;31.81;9.04;10.94;15.02;10.5;15.19;12.54;3.15;4.96;4.61;3.04;4.6;5.6;5.43;3.53;3.17;6.64;2.91;12.89;7.35;4.51;4.5;4.86;6.04;7.28;3.73
NO2;uur;µg/m³;2024-05-19T11:00:00+01:00;2024-05-19T12:00:00+01:00;6.86;6.46;6.24;9.84;8.06;8.6;4.39;10.74;11.76;15.55;14.94;14.09;4.95;4.74;18.03;4.38;9.56;4.69;32.48;4.03;10.1;12.47;7.73;14.01;11.18;2.81;4.96;3.24;2.44;4.92;7.03;5;3.93;2.84;5.59;2.61;13.61;6.76;4.32;3.75;3.79;5.04;8.97;3.69
NO2;uur;µg/m³;2024-05-19T12:00:00+01:00;2024-05-19T13:00:00+01:00;8.91;5.79;3.02;9.69;5.43;7.41;4.81;11.02;11.2;14.55;12.34;15.51;4.3;4.41;22.23;3.91;7.81;6.98;24.61;11.6;11.15;10.51;5.62;13.66;8.65;2.39;5.7;3.97;2.09;6.65;9.83;3.69;4.51;2.74;4.66;2.7;12.3;4.78;3.87;2.98;2.91;4.44;9.5;5.22
NO2;uur;µg/m³;2024-05-19T13:00:00+01:00;2024-05-19T14:00:00+01:00;9.19;5.56;2.82;9.45;4.59;7.82;9.48;8.71;10.75;14.99;12.2;12.99;4.01;5.12;8.52;12.86;8.85;6.7;8.61;3.82;8.9;14.67;7.63;12.83;10.1;2.12;27.84;3.05;2.17;4.82;8.88;5.46;4.13;2.24;3.65;2.68;12.38;5.14;3.17;3.26;2.77;4.24;11.4;3.38
NO2;uur;µg/m³;2024-05-19T14:00:00+01:00;2024-05-19T15:00:00+01:00;7.68;7.32;3.02;7.94;3.99;3.08;11.01;9.68;10.23;13.25;10.71;6.25;3.88;3.6;6.26;16.43;5.36;5.59;6.93;5.71;5.28;8.21;4.62;12.6;6.48;2;7.55;3.15;2.56;2.61;7.52;2.52;2.97;1.87;4.36;3.43;16.72;7.5;3.06;3.37;3.23;4.46;7.82;2.24
NO2;uur;µg/m³;2024-05-19T15:00:00+01:00;2024-05-19T16:00:00+01:00;8.11;6.62;3.5;9.8;4.88;2.32;6.84;15.28;20.58;12.64;9.15;5.26;4.51;8.76;10.17;12.53;5.08;5.95;7.36;7.71;5.55;12.04;5.13;11.39;5.64;1.8;3.73;2.98;2.56;2.85;7.04;2.58;3.16;3.44;4;2.64;14.43;6.45;4.14;2.91;3.87;4.05;7.96;2.37
NO2;uur;µg/m³;2024-05-19T16:00:00+01:00;2024-05-19T17:00:00+01:00;8.4;4.28;3.23;10.62;4.7;5.67;6.13;16.18;34.24;19.85;6.36;5.36;3.9;9.27;10.46;15.45;5.74;12.11;7.57;5.88;8.42;10.38;5.5;15.56;6.29;1.3;3.59;3.41;2.3;2.8;5.26;3.05;3.21;1.87;5.38;2.99;11.52;7.08;6.34;2.81;3.33;4.71;8.55;2.3
NO2;uur;µg/m³;2024-05-19T17:00:00+01:00;2024-05-19T18:00:00+01:00;6.5;5.3;2.86;14.18;4.81;4.91;2.2;14.51;19.47;13.27;5.79;3.03;6.19;6.98;14.84;16.88;6.32;7.9;9.9;10.6;8.57;12.32;6.36;12.54;7.13;2.23;3.43;3.87;2.21;2.57;6.26;2.4;2.95;2.1;7.22;3.03;18.95;8.37;5.39;5.74;3.36;4.32;8.28;2.43
NO2;uur;µg/m³;2024-05-19T18:00:00+01:00;2024-05-19T19:00:00+01:00;7;3.59;2.65;17.79;4.46;4.39;3.58;12.1;13.22;10.33;5.49;4.97;5.31;5.67;8.13;12.69;8.66;9.4;10.72;13.3;12.66;15.34;6.48;14.05;9.36;2.62;3.82;4.03;2.33;2.53;5.7;2.68;3.15;1.67;5.62;3.26;28.82;13.34;5.46;4.83;3.8;6.01;8.92;2.86
NO2;uur;µg/m³;2024-05-19T19:00:00+01:00;2024-05-19T20:00:00+01:00;9.09;3.69;3.31;25.47;7.13;4.22;5.72;11.9;17.18;13.4;8.96;8.48;3.65;5.62;12.53;19.1;13.63;18;11.84;7.55;11.24;15.82;12.81;18.14;13.48;2.99;5.47;4.34;2.45;2.75;6.73;3.5;3.57;2.56;5.01;3.73;22.31;10.07;4.87;3.07;4.8;6.23;11.31;3.67
NO2;uur;µg/m³;2024-05-19T20:00:00+01:00;2024-05-19T21:00:00+01:00;10.49;5.28;5.82;14.53;8.43;6.23;5.09;12.79;15.09;29.85;19.24;10.61;4.74;5.33;10.6;15.47;15.93;17.16;19.15;8.76;6.05;18.72;14.13;20.08;15.43;4.62;6.16;4.77;3.6;3.62;9.49;4.3;5.17;3.83;4;6.72;37.29;17.08;5.24;3.53;5.57;8.02;11.58;4.19
NO2;uur;µg/m³;2024-05-19T21:00:00+01:00;2024-05-19T22:00:00+01:00;7.88;5.58;8.67;13.2;7.59;3.35;6.24;15.56;19.6;35.63;14.77;14.29;6.8;8.98;12.67;16.07;9.82;17.75;19.41;11.39;4.83;16.64;11.84;21.9;13.3;2.12;6.96;5.41;6.41;6.42;15.17;29.69;6.31;5.62;5.82;10.57;34.75;22.79;7.42;4.61;5.95;5.09;12.35;4.47
NO2;uur;µg/m³;2024-05-19T22:00:00+01:00;2024-05-19T23:00:00+01:00;10.24;6.94;6.64;14.34;7.46;5.73;6.96;11.71;24.91;28.41;14.54;13.81;3.81;11.84;17.84;12.11;5.49;15.93;19.91;12.6;4.36;10.58;8.62;19.69;8.64;2.12;8.19;5.27;7.54;5.13;10.61;24.6;5.49;4.49;4.67;18.42;30.11;15.21;5.68;5.41;5.98;3.91;9.3;3.17
NO2;uur;µg/m³;2024-05-19T23:00:00+01:00;2024-05-20T00:00:00+01:00;9.8;7.83;6.17;13.06;7.99;7.4;9.87;11.6;21.36;19.88;10.02;13.59;4.57;10.03;12.94;18.36;3.42;11.73;16.09;11.98;4.07;7.34;8.19;16.64;5.84;2.38;5.44;4.9;7.37;5.28;11.49;27.51;4.58;4.5;5.1;6.78;29.37;14.29;7.62;5.95;5.09;3.6;6.49;2.01
NO2;uur;µg/m³;2024-05-20T00:00:00+01:00;2024-05-20T01:00:00+01:00;6.86;10.47;7.45;13.26;8.27;10.67;9.28;14.85;19.77;10.35;8.08;10.68;6.26;14.04;8.14;15.89;5.65;10.97;13.88;8.5;4.4;5.71;5.12;;;2.39;5.24;5.96;6.94;3.94;9.24;22.98;4.56;6.74;5.23;5.37;24.61;9.83;6.37;4.76;4.92;4.5;7.14;4.17
NO2;uur;µg/m³;2024-05-20T01:00:00+01:00;2024-05-20T02:00:00+01:00;6.74;9.05;5.49;9.61;6.69;7.98;11.11;11.96;13.91;8.65;6.28;7.97;7.58;29.03;8.03;15.18;4.71;7.39;10.48;6.09;2.57;5.48;4.6;8.72;6.53;1.76;3.74;3.49;8.56;3.32;5.53;11.47;3.71;5.34;5.01;5.88;18.44;7.56;5.17;3.77;3.03;3.16;6.01;3.31
