Component,Einddatumtijd,NL10643
O3,2023-10-28T19:00:00+01:00,44.43
O3,2023-10-28T20:00:00+01:00,42.89
O3,2023-10-28T21:00:00+01:00,43.25
O3,2023-10-28T22:00:00+01:00,43.5
O3,2023-10-28T23:00:00+01:00,44.5
O3,2023-10-29T00:00:00+01:00,44.9
O3,2023-10-29T01:00:00+01:00,49.94
O3,2023-10-29T02:00:00+01:00,50.8
O3,2023-10-29T03:00:00+01:00,51.16
O3,2023-10-29T04:00:00+01:00,57.69
O3,2023-10-29T05:00:00+01:00,66.33
O3,2023-10-29T06:00:00+01:00,61.85
O3,2023-10-29T07:00:00+01:00,66.89
O3,2023-10-29T08:00:00+01:00,65.47
O3,2023-10-29T09:00:00+01:00,64.75
O3,2023-10-29T10:00:00+01:00,62.89
O3,2023-10-29T11:00:00+01:00,62.21
O3,2023-10-29T12:00:00+01:00,64.42
O3,2023-10-29T13:00:00+01:00,64.59
O3,2023-10-29T14:00:00+01:00,62.33
O3,2023-10-29T15:00:00+01:00,59.86
O3,2023-10-29T16:00:00+01:00,61.97
O3,2023-10-29T17:00:00+01:00,64.31
O3,2023-10-29T18:00:00+01:00,56.65
O3,2023-10-29T19:00:00+01:00,61.6
O3,2023-10-29T20:00:00+01:00,64.49
O3,2023-10-29T21:00:00+01:00,71.21
O3,2023-10-29T22:00:00+01:00,69.41
O3,2023-10-29T23:00:00+01:00,68.92
O3,2023-10-30T00:00:00+01:00,61.57
O3,2023-10-30T01:00:00+01:00,50.87
O3,2023-10-30T02:00:00+01:00,45.35
O3,2023-10-30T03:00:00+01:00,45.46
O3,2023-10-30T04:00:00+01:00,46.65
O3,2023-10-30T05:00:00+01:00,49.45
O3,2023-10-30T06:00:00+01:00,46.27
O3,2023-10-30T07:00:00+01:00,42.57
O3,2023-10-30T08:00:00+01:00,32.68
O3,2023-10-30T09:00:00+01:00,32.72
O3,2023-10-30T10:00:00+01:00,36.45
O3,2023-10-30T11:00:00+01:00,34.89
O3,2023-10-30T12:00:00+01:00,37.38
O3,2023-10-30T13:00:00+01:00,36.98
O3,2023-10-30T14:00:00+01:00,40.98
O3,2023-10-30T15:00:00+01:00,42.99
O3,2023-10-30T16:00:00+01:00,38.2
O3,2023-10-30T17:00:00+01:00,21.63
O3,2023-10-30T18:00:00+01:00,16.1
O3,2023-10-30T19:00:00+01:00,25.36
O3,2023-10-30T20:00:00+01:00,58.83
O3,2023-10-30T21:00:00+01:00,63.47
O3,2023-10-30T22:00:00+01:00,68.24
O3,2023-10-30T23:00:00+01:00,67.09
O3,2023-10-31T00:00:00+01:00,64.97
O3,2023-10-31T01:00:00+01:00,66.17
O3,2023-10-31T02:00:00+01:00,54.24
O3,2023-10-31T03:00:00+01:00,
O3,2023-10-31T04:00:00+01:00,52.32
O3,2023-10-31T05:00:00+01:00,62.36
O3,2023-10-31T06:00:00+01:00,61.74
O3,2023-10-31T07:00:00+01:00,45.81
O3,2023-10-31T08:00:00+01:00,48.98
O3,2023-10-31T09:00:00+01:00,44.16
O3,2023-10-31T10:00:00+01:00,38.57
O3,2023-10-31T11:00:00+01:00,38.81
O3,2023-10-31T12:00:00+01:00,37.55
O3,2023-10-31T13:00:00+01:00,39.52
O3,2023-10-31T14:00:00+01:00,40.72
O3,2023-10-31T15:00:00+01:00,37.96
O3,2023-10-31T16:00:00+01:00,38.34
O3,2023-10-31T17:00:00+01:00,33.23
O3,2023-10-31T18:00:00+01:00,24.85
O3,2023-10-31T19:00:00+01:00,17.46
O3,2023-10-31T20:00:00+01:00,10.03
O3,2023-10-31T21:00:00+01:00,13.36
O3,2023-10-31T22:00:00+01:00,39.18
O3,2023-10-31T23:00:00+01:00,
O3,2023-11-01T00:00:00+01:00,
O3,2023-11-01T01:00:00+01:00,
O3,2023-11-01T02:00:00+01:00,
O3,2023-11-01T03:00:00+01:00,
O3,2023-11-01T04:00:00+01:00,
O3,2023-11-01T05:00:00+01:00,
O3,2023-11-01T06:00:00+01:00,
O3,2023-11-01T07:00:00+01:00,
O3,2023-11-01T08:00:00+01:00,
O3,2023-11-01T09:00:00+01:00,
O3,2023-11-01T10:00:00+01:00,
O3,2023-11-01T11:00:00+01:00,
O3,2023-11-01T12:00:00+01:00,
O3,2023-11-01T13:00:00+01:00,
O3,2023-11-01T14:00:00+01:00,45.49
O3,2023-11-01T15:00:00+01:00,50.41
O3,2023-11-01T16:00:00+01:00,48.65
O3,2023-11-01T17:00:00+01:00,44.85
O3,2023-11-01T18:00:00+01:00,43.7
O3,2023-11-01T19:00:00+01:00,47.73
O3,2023-11-01T20:00:00+01:00,46.57
O3,2023-11-01T21:00:00+01:00,45.16
O3,2023-11-01T22:00:00+01:00,45.84
O3,2023-11-01T23:00:00+01:00,45.65
O3,2023-11-02T00:00:00+01:00,48.61
O3,2023-11-02T01:00:00+01:00,50.36
O3,2023-11-02T02:00:00+01:00,55.22
O3,2023-11-02T03:00:00+01:00,55.13
O3,2023-11-02T04:00:00+01:00,55.06
O3,2023-11-02T05:00:00+01:00,55.1
O3,2023-11-02T06:00:00+01:00,57.1
O3,2023-11-02T07:00:00+01:00,57.03
O3,2023-11-02T08:00:00+01:00,54.96
O3,2023-11-02T09:00:00+01:00,54.42
O3,2023-11-02T10:00:00+01:00,55.22
O3,2023-11-02T11:00:00+01:00,63.04
O3,2023-11-02T12:00:00+01:00,66.17
O3,2023-11-02T13:00:00+01:00,67.14
O3,2023-11-02T14:00:00+01:00,64.97
O3,2023-11-02T15:00:00+01:00,67.29
O3,2023-11-02T16:00:00+01:00,67.01
O3,2023-11-02T17:00:00+01:00,69.59
O3,2023-11-02T18:00:00+01:00,67.33
O3,2023-11-02T19:00:00+01:00,68.5
O3,2023-11-02T20:00:00+01:00,69.39
O3,2023-11-02T21:00:00+01:00,68.34
O3,2023-11-02T22:00:00+01:00,66.24
O3,2023-11-02T23:00:00+01:00,63.27
O3,2023-11-03T00:00:00+01:00,61.08
O3,2023-11-03T01:00:00+01:00,60.44
O3,2023-11-03T02:00:00+01:00,61.06
O3,2023-11-03T03:00:00+01:00,57.77
O3,2023-11-03T04:00:00+01:00,57.25
O3,2023-11-03T05:00:00+01:00,60.57
O3,2023-11-03T06:00:00+01:00,63.62
O3,2023-11-03T07:00:00+01:00,62.14
O3,2023-11-03T08:00:00+01:00,55.6
O3,2023-11-03T09:00:00+01:00,51.57
O3,2023-11-03T10:00:00+01:00,50.55
O3,2023-11-03T11:00:00+01:00,52.2
O3,2023-11-03T12:00:00+01:00,52.18
O3,2023-11-03T13:00:00+01:00,49.64
O3,2023-11-03T14:00:00+01:00,50.85
O3,2023-11-03T15:00:00+01:00,50.25
O3,2023-11-03T16:00:00+01:00,51.96
O3,2023-11-03T17:00:00+01:00,52.93
O3,2023-11-03T18:00:00+01:00,52.0
O3,2023-11-03T19:00:00+01:00,49.31
O3,2023-11-03T20:00:00+01:00,51.13
O3,2023-11-03T21:00:00+01:00,52.46
O3,2023-11-03T22:00:00+01:00,43.53
O3,2023-11-03T23:00:00+01:00,45.23
O3,2023-11-04T00:00:00+01:00,44.26
O3,2023-11-04T01:00:00+01:00,45.37
O3,2023-11-04T02:00:00+01:00,43.65
O3,2023-11-04T03:00:00+01:00,
O3,2023-11-04T04:00:00+01:00,43.88
O3,2023-11-04T05:00:00+01:00,41.86
O3,2023-11-04T06:00:00+01:00,41.33
O3,2023-11-04T07:00:00+01:00,42.45
O3,2023-11-04T08:00:00+01:00,42.25
O3,2023-11-04T09:00:00+01:00,46.47
O3,2023-11-04T10:00:00+01:00,46.24
O3,2023-11-04T11:00:00+01:00,44.95
O3,2023-11-04T12:00:00+01:00,47.79
O3,2023-11-04T13:00:00+01:00,47.35
O3,2023-11-04T14:00:00+01:00,51.61
O3,2023-11-04T15:00:00+01:00,50.2
O3,2023-11-04T16:00:00+01:00,47.72
O3,2023-11-04T17:00:00+01:00,44.57
O3,2023-11-04T18:00:00+01:00,41.1
O3,2023-11-04T19:00:00+01:00,38.43
O3,2023-11-04T20:00:00+01:00,52.14
O3,2023-11-04T21:00:00+01:00,58.36
O3,2023-11-04T22:00:00+01:00,52.36
O3,2023-11-04T23:00:00+01:00,53.59
O3,2023-11-05T00:00:00+01:00,52.64
O3,2023-11-05T01:00:00+01:00,53.36
O3,2023-11-05T02:00:00+01:00,54.93
O3,2023-11-05T03:00:00+01:00,55.4
O3,2023-11-05T04:00:00+01:00,56.82
O3,2023-11-05T05:00:00+01:00,58.39
O3,2023-11-05T06:00:00+01:00,52.33
O3,2023-11-05T07:00:00+01:00,47.48
O3,2023-11-05T08:00:00+01:00,42.25
O3,2023-11-05T09:00:00+01:00,39.07
O3,2023-11-05T10:00:00+01:00,45.05
O3,2023-11-05T11:00:00+01:00,51.63
O3,2023-11-05T12:00:00+01:00,50.89
O3,2023-11-05T13:00:00+01:00,54.69
O3,2023-11-05T14:00:00+01:00,46.43
O3,2023-11-05T15:00:00+01:00,52.73
O3,2023-11-05T16:00:00+01:00,51.77
O3,2023-11-05T17:00:00+01:00,53.72
O3,2023-11-05T18:00:00+01:00,57.14
O3,2023-11-05T19:00:00+01:00,56.05
O3,2023-11-05T20:00:00+01:00,52.62
O3,2023-11-05T21:00:00+01:00,47.02
O3,2023-11-05T22:00:00+01:00,47.94
O3,2023-11-05T23:00:00+01:00,51.84
O3,2023-11-06T00:00:00+01:00,49.46
O3,2023-11-06T01:00:00+01:00,46.89
O3,2023-11-06T02:00:00+01:00,49.19
O3,2023-11-06T03:00:00+01:00,50.01
O3,2023-11-06T04:00:00+01:00,48.08
O3,2023-11-06T05:00:00+01:00,45.77
O3,2023-11-06T06:00:00+01:00,48.4
O3,2023-11-06T07:00:00+01:00,54.64
O3,2023-11-06T08:00:00+01:00,55.5
O3,2023-11-06T09:00:00+01:00,53.11
O3,2023-11-06T10:00:00+01:00,56.65
O3,2023-11-06T11:00:00+01:00,54.3
O3,2023-11-06T12:00:00+01:00,57.22
O3,2023-11-06T13:00:00+01:00,58.06
O3,2023-11-06T14:00:00+01:00,53.86
O3,2023-11-06T15:00:00+01:00,53.95
O3,2023-11-06T16:00:00+01:00,53.5
O3,2023-11-06T17:00:00+01:00,48.86
O3,2023-11-06T18:00:00+01:00,45.55
O3,2023-11-06T19:00:00+01:00,43.64
O3,2023-11-06T20:00:00+01:00,42.36
O3,2023-11-06T21:00:00+01:00,40.76
O3,2023-11-06T22:00:00+01:00,37.9
O3,2023-11-06T23:00:00+01:00,36.09
O3,2023-11-07T00:00:00+01:00,35.93
O3,2023-11-07T01:00:00+01:00,36.9
O3,2023-11-07T02:00:00+01:00,36.97
O3,2023-11-07T03:00:00+01:00,38.21
O3,2023-11-07T04:00:00+01:00,37.94
O3,2023-11-07T05:00:00+01:00,37.52
O3,2023-11-07T06:00:00+01:00,37.45
O3,2023-11-07T07:00:00+01:00,32.6
O3,2023-11-07T08:00:00+01:00,25.44
O3,2023-11-07T09:00:00+01:00,22.32
O3,2023-11-07T10:00:00+01:00,31.22
O3,2023-11-07T11:00:00+01:00,41.45
O3,2023-11-07T12:00:00+01:00,52.04
O3,2023-11-07T13:00:00+01:00,56.41
O3,2023-11-07T14:00:00+01:00,58.01
O3,2023-11-07T15:00:00+01:00,60.22
O3,2023-11-07T16:00:00+01:00,61.34
O3,2023-11-07T17:00:00+01:00,60.67
O3,2023-11-07T18:00:00+01:00,57.62
O3,2023-11-07T19:00:00+01:00,54.24
O3,2023-11-07T20:00:00+01:00,52.07
O3,2023-11-07T21:00:00+01:00,51.9
O3,2023-11-07T22:00:00+01:00,51.06
O3,2023-11-07T23:00:00+01:00,44.65
O3,2023-11-08T00:00:00+01:00,47.22
O3,2023-11-08T01:00:00+01:00,45.21
O3,2023-11-08T02:00:00+01:00,43.27
O3,2023-11-08T03:00:00+01:00,
O3,2023-11-08T04:00:00+01:00,39.56
O3,2023-11-08T05:00:00+01:00,38.26
O3,2023-11-08T06:00:00+01:00,38.32
O3,2023-11-08T07:00:00+01:00,37.43
O3,2023-11-08T08:00:00+01:00,32.17
O3,2023-11-08T09:00:00+01:00,31.84
O3,2023-11-08T10:00:00+01:00,33.35
O3,2023-11-08T11:00:00+01:00,35.3
O3,2023-11-08T12:00:00+01:00,39.69
O3,2023-11-08T13:00:00+01:00,47.8
O3,2023-11-08T14:00:00+01:00,51.54
O3,2023-11-08T15:00:00+01:00,51.06
O3,2023-11-08T16:00:00+01:00,52.3
O3,2023-11-08T17:00:00+01:00,52.63
O3,2023-11-08T18:00:00+01:00,50.57
O3,2023-11-08T19:00:00+01:00,52.74
O3,2023-11-08T20:00:00+01:00,51.66
O3,2023-11-08T21:00:00+01:00,51.91
O3,2023-11-08T22:00:00+01:00,51.22
O3,2023-11-08T23:00:00+01:00,51.78
O3,2023-11-09T00:00:00+01:00,52.81
O3,2023-11-09T01:00:00+01:00,53.64
O3,2023-11-09T02:00:00+01:00,53.26
O3,2023-11-09T03:00:00+01:00,52.29
O3,2023-11-09T04:00:00+01:00,49.68
O3,2023-11-09T05:00:00+01:00,50.5
O3,2023-11-09T06:00:00+01:00,58.47
O3,2023-11-09T07:00:00+01:00,54.58
O3,2023-11-09T08:00:00+01:00,44.63
O3,2023-11-09T09:00:00+01:00,36.66
O3,2023-11-09T10:00:00+01:00,35.55
O3,2023-11-09T11:00:00+01:00,37.21
O3,2023-11-09T12:00:00+01:00,39.36
O3,2023-11-09T13:00:00+01:00,42.32
O3,2023-11-09T14:00:00+01:00,42.12
O3,2023-11-09T15:00:00+01:00,45.92
O3,2023-11-09T16:00:00+01:00,51.5
O3,2023-11-09T17:00:00+01:00,52.83
O3,2023-11-09T18:00:00+01:00,59.5
O3,2023-11-09T19:00:00+01:00,56.7
O3,2023-11-09T20:00:00+01:00,47.38
O3,2023-11-09T21:00:00+01:00,44.35
O3,2023-11-09T22:00:00+01:00,51.08
O3,2023-11-09T23:00:00+01:00,51.41
O3,2023-11-10T00:00:00+01:00,54.05
O3,2023-11-10T01:00:00+01:00,58.75
O3,2023-11-10T02:00:00+01:00,56.14
O3,2023-11-10T03:00:00+01:00,51.79
O3,2023-11-10T04:00:00+01:00,53.9
O3,2023-11-10T05:00:00+01:00,55.59
O3,2023-11-10T06:00:00+01:00,53.73
O3,2023-11-10T07:00:00+01:00,50.25
O3,2023-11-10T08:00:00+01:00,42.72
O3,2023-11-10T09:00:00+01:00,39.61
O3,2023-11-10T10:00:00+01:00,38.54
O3,2023-11-10T11:00:00+01:00,43.17
O3,2023-11-10T12:00:00+01:00,45.79
O3,2023-11-10T13:00:00+01:00,45.17
O3,2023-11-10T14:00:00+01:00,42.91
O3,2023-11-10T15:00:00+01:00,39.53
O3,2023-11-10T16:00:00+01:00,37.81
O3,2023-11-10T17:00:00+01:00,31.68
O3,2023-11-10T18:00:00+01:00,39.54
O3,2023-11-10T19:00:00+01:00,48.23
O3,2023-11-10T20:00:00+01:00,38.05
O3,2023-11-10T21:00:00+01:00,36.42
O3,2023-11-10T22:00:00+01:00,21.82
O3,2023-11-10T23:00:00+01:00,12.59
O3,2023-11-11T00:00:00+01:00,17.09
O3,2023-11-11T01:00:00+01:00,34.48
O3,2023-11-11T02:00:00+01:00,45.14
O3,2023-11-11T03:00:00+01:00,52.89
O3,2023-11-11T04:00:00+01:00,43.63
O3,2023-11-11T05:00:00+01:00,50.81
O3,2023-11-11T06:00:00+01:00,58.82
O3,2023-11-11T07:00:00+01:00,56.38
O3,2023-11-11T08:00:00+01:00,63.17
O3,2023-11-11T09:00:00+01:00,58.01
O3,2023-11-11T10:00:00+01:00,54.07
O3,2023-11-11T11:00:00+01:00,45.92
O3,2023-11-11T12:00:00+01:00,42.3
O3,2023-11-11T13:00:00+01:00,50.21
O3,2023-11-11T14:00:00+01:00,49.42
O3,2023-11-11T15:00:00+01:00,53.25
O3,2023-11-11T16:00:00+01:00,51.74
O3,2023-11-11T17:00:00+01:00,42.61
O3,2023-11-11T18:00:00+01:00,31.24
O3,2023-11-11T19:00:00+01:00,36.09
O3,2023-11-11T20:00:00+01:00,32.46
O3,2023-11-11T21:00:00+01:00,32.78
O3,2023-11-11T22:00:00+01:00,29.17
O3,2023-11-11T23:00:00+01:00,29.43
O3,2023-11-12T00:00:00+01:00,29.3
O3,2023-11-12T01:00:00+01:00,22.77
O3,2023-11-12T02:00:00+01:00,18.85
O3,2023-11-12T03:00:00+01:00,
O3,2023-11-12T04:00:00+01:00,13.2
O3,2023-11-12T05:00:00+01:00,6.91
O3,2023-11-12T06:00:00+01:00,1.26
O3,2023-11-12T07:00:00+01:00,1.17
O3,2023-11-12T08:00:00+01:00,0.8
O3,2023-11-12T09:00:00+01:00,2.28
O3,2023-11-12T10:00:00+01:00,8.04
O3,2023-11-12T11:00:00+01:00,15.27
O3,2023-11-12T12:00:00+01:00,21.89
O3,2023-11-12T13:00:00+01:00,26.45
O3,2023-11-12T14:00:00+01:00,21.68
O3,2023-11-12T15:00:00+01:00,24.6
O3,2023-11-12T16:00:00+01:00,24.22
O3,2023-11-12T17:00:00+01:00,23.88
O3,2023-11-12T18:00:00+01:00,25.44
O3,2023-11-12T19:00:00+01:00,23.35
O3,2023-11-12T20:00:00+01:00,26.61
O3,2023-11-12T21:00:00+01:00,12.1
O3,2023-11-12T22:00:00+01:00,9.68
O3,2023-11-12T23:00:00+01:00,6.8
O3,2023-11-13T00:00:00+01:00,4.26
O3,2023-11-13T01:00:00+01:00,4.77
O3,2023-11-13T02:00:00+01:00,8.41
O3,2023-11-13T03:00:00+01:00,14.13
O3,2023-11-13T04:00:00+01:00,16.05
O3,2023-11-13T05:00:00+01:00,14.33
O3,2023-11-13T06:00:00+01:00,14.04
O3,2023-11-13T07:00:00+01:00,14.85
O3,2023-11-13T08:00:00+01:00,10.81
O3,2023-11-13T09:00:00+01:00,6.0
O3,2023-11-13T10:00:00+01:00,6.71
O3,2023-11-13T11:00:00+01:00,37.72
O3,2023-11-13T12:00:00+01:00,59.13
O3,2023-11-13T13:00:00+01:00,46.32
O3,2023-11-13T14:00:00+01:00,41.66
O3,2023-11-13T15:00:00+01:00,53.11
O3,2023-11-13T16:00:00+01:00,66.55
O3,2023-11-13T17:00:00+01:00,67.69
O3,2023-11-13T18:00:00+01:00,70.52
O3,2023-11-13T19:00:00+01:00,67.64
O3,2023-11-13T20:00:00+01:00,71.3
O3,2023-11-13T21:00:00+01:00,70.7
O3,2023-11-13T22:00:00+01:00,67.68
O3,2023-11-13T23:00:00+01:00,67.89
O3,2023-11-14T00:00:00+01:00,67.1
O3,2023-11-14T01:00:00+01:00,67.46
O3,2023-11-14T02:00:00+01:00,67.17
O3,2023-11-14T03:00:00+01:00,68.01
O3,2023-11-14T04:00:00+01:00,69.3
O3,2023-11-14T05:00:00+01:00,68.35
O3,2023-11-14T06:00:00+01:00,67.01
O3,2023-11-14T07:00:00+01:00,65.46
O3,2023-11-14T08:00:00+01:00,60.16
O3,2023-11-14T09:00:00+01:00,56.56
O3,2023-11-14T10:00:00+01:00,57.68
O3,2023-11-14T11:00:00+01:00,61.16
O3,2023-11-14T12:00:00+01:00,58.65
O3,2023-11-14T13:00:00+01:00,53.22
O3,2023-11-14T14:00:00+01:00,53.72
O3,2023-11-14T15:00:00+01:00,52.71
O3,2023-11-14T16:00:00+01:00,46.28
O3,2023-11-14T17:00:00+01:00,56.15
O3,2023-11-14T18:00:00+01:00,51.93
O3,2023-11-14T19:00:00+01:00,49.23
O3,2023-11-14T20:00:00+01:00,45.35
O3,2023-11-14T21:00:00+01:00,50.72
O3,2023-11-14T22:00:00+01:00,49.58
O3,2023-11-14T23:00:00+01:00,56.82
O3,2023-11-15T00:00:00+01:00,53.39
O3,2023-11-15T01:00:00+01:00,51.77
O3,2023-11-15T02:00:00+01:00,47.68
O3,2023-11-15T03:00:00+01:00,46.08
O3,2023-11-15T04:00:00+01:00,48.88
O3,2023-11-15T05:00:00+01:00,51.39
O3,2023-11-15T06:00:00+01:00,49.85
O3,2023-11-15T07:00:00+01:00,51.27
O3,2023-11-15T08:00:00+01:00,46.88
O3,2023-11-15T09:00:00+01:00,38.57
O3,2023-11-15T10:00:00+01:00,39.9
O3,2023-11-15T11:00:00+01:00,51.26
O3,2023-11-15T12:00:00+01:00,55.13
O3,2023-11-15T13:00:00+01:00,59.23
O3,2023-11-15T14:00:00+01:00,61.08
O3,2023-11-15T15:00:00+01:00,61.56
O3,2023-11-15T16:00:00+01:00,57.35
O3,2023-11-15T17:00:00+01:00,55.39
O3,2023-11-15T18:00:00+01:00,47.97
O3,2023-11-15T19:00:00+01:00,45.72
O3,2023-11-15T20:00:00+01:00,50.99
O3,2023-11-15T21:00:00+01:00,58.72
O3,2023-11-15T22:00:00+01:00,63.19
O3,2023-11-15T23:00:00+01:00,63.51
O3,2023-11-16T00:00:00+01:00,63.93
O3,2023-11-16T01:00:00+01:00,64.98
O3,2023-11-16T02:00:00+01:00,58.64
O3,2023-11-16T03:00:00+01:00,
O3,2023-11-16T04:00:00+01:00,42.01
O3,2023-11-16T05:00:00+01:00,35.68
O3,2023-11-16T06:00:00+01:00,29.25
O3,2023-11-16T07:00:00+01:00,12.34
O3,2023-11-16T08:00:00+01:00,-0.17
O3,2023-11-16T09:00:00+01:00,1.38
O3,2023-11-16T10:00:00+01:00,10.58
O3,2023-11-16T11:00:00+01:00,12.83
O3,2023-11-16T12:00:00+01:00,18.35
O3,2023-11-16T13:00:00+01:00,23.36
O3,2023-11-16T14:00:00+01:00,23.82
O3,2023-11-16T15:00:00+01:00,25.59
O3,2023-11-16T16:00:00+01:00,19.26
O3,2023-11-16T17:00:00+01:00,15.42
O3,2023-11-16T18:00:00+01:00,18.41
O3,2023-11-16T19:00:00+01:00,14.31
O3,2023-11-16T20:00:00+01:00,7.98
O3,2023-11-16T21:00:00+01:00,4.9
O3,2023-11-16T22:00:00+01:00,3.76
O3,2023-11-16T23:00:00+01:00,3.89
O3,2023-11-17T00:00:00+01:00,1.47
O3,2023-11-17T01:00:00+01:00,-0.96
O3,2023-11-17T02:00:00+01:00,-0.79
O3,2023-11-17T03:00:00+01:00,-1.04
O3,2023-11-17T04:00:00+01:00,-0.39
O3,2023-11-17T05:00:00+01:00,0.13
O3,2023-11-17T06:00:00+01:00,-1.11
O3,2023-11-17T07:00:00+01:00,-1.11
O3,2023-11-17T08:00:00+01:00,-0.72
O3,2023-11-17T09:00:00+01:00,-0.48
O3,2023-11-17T10:00:00+01:00,
O3,2023-11-17T11:00:00+01:00,
O3,2023-11-17T12:00:00+01:00,23.57
O3,2023-11-17T13:00:00+01:00,35.37
O3,2023-11-17T14:00:00+01:00,40.75
O3,2023-11-17T15:00:00+01:00,45.03
O3,2023-11-17T16:00:00+01:00,40.29
O3,2023-11-17T17:00:00+01:00,24.3
O3,2023-11-17T18:00:00+01:00,2.61
O3,2023-11-17T19:00:00+01:00,-1.03
O3,2023-11-17T20:00:00+01:00,-0.09
O3,2023-11-17T21:00:00+01:00,-0.3
O3,2023-11-17T22:00:00+01:00,-0.61
O3,2023-11-17T23:00:00+01:00,-0.37
O3,2023-11-18T00:00:00+01:00,-0.95
O3,2023-11-18T01:00:00+01:00,-0.88
O3,2023-11-18T02:00:00+01:00,-1.07
O3,2023-11-18T03:00:00+01:00,-1.16
O3,2023-11-18T04:00:00+01:00,-1.09
O3,2023-11-18T05:00:00+01:00,-0.29
O3,2023-11-18T06:00:00+01:00,9.2
O3,2023-11-18T07:00:00+01:00,14.87
O3,2023-11-18T08:00:00+01:00,12.98
O3,2023-11-18T09:00:00+01:00,14.12
O3,2023-11-18T10:00:00+01:00,15.43
O3,2023-11-18T11:00:00+01:00,19.14
O3,2023-11-18T12:00:00+01:00,26.38
O3,2023-11-18T13:00:00+01:00,34.78
O3,2023-11-18T14:00:00+01:00,41.27
O3,2023-11-18T15:00:00+01:00,44.98
O3,2023-11-18T16:00:00+01:00,44.44
O3,2023-11-18T17:00:00+01:00,43.11
O3,2023-11-18T18:00:00+01:00,41.52
O3,2023-11-18T19:00:00+01:00,34.97
O3,2023-11-18T20:00:00+01:00,31.35
O3,2023-11-18T21:00:00+01:00,31.78
O3,2023-11-18T22:00:00+01:00,33.34
O3,2023-11-18T23:00:00+01:00,36.09
O3,2023-11-19T00:00:00+01:00,38.46
O3,2023-11-19T01:00:00+01:00,43.77
O3,2023-11-19T02:00:00+01:00,46.99
O3,2023-11-19T03:00:00+01:00,51.37
O3,2023-11-19T04:00:00+01:00,52.79
O3,2023-11-19T05:00:00+01:00,54.49
O3,2023-11-19T06:00:00+01:00,57.86
O3,2023-11-19T07:00:00+01:00,59.24
O3,2023-11-19T08:00:00+01:00,60.9
O3,2023-11-19T09:00:00+01:00,62.99
O3,2023-11-19T10:00:00+01:00,59.94
O3,2023-11-19T11:00:00+01:00,58.72
O3,2023-11-19T12:00:00+01:00,60.95
O3,2023-11-19T13:00:00+01:00,62.37
O3,2023-11-19T14:00:00+01:00,65.28
O3,2023-11-19T15:00:00+01:00,67.74
O3,2023-11-19T16:00:00+01:00,66.86
O3,2023-11-19T17:00:00+01:00,66.21
O3,2023-11-19T18:00:00+01:00,65.8
O3,2023-11-19T19:00:00+01:00,62.43
O3,2023-11-19T20:00:00+01:00,62.47
O3,2023-11-19T21:00:00+01:00,62.35
O3,2023-11-19T22:00:00+01:00,62.07
O3,2023-11-19T23:00:00+01:00,63.0
O3,2023-11-20T00:00:00+01:00,60.5
O3,2023-11-20T01:00:00+01:00,58.31
O3,2023-11-20T02:00:00+01:00,54.1
O3,2023-11-20T03:00:00+01:00,
O3,2023-11-20T04:00:00+01:00,50.78
O3,2023-11-20T05:00:00+01:00,50.91
O3,2023-11-20T06:00:00+01:00,47.0
O3,2023-11-20T07:00:00+01:00,44.44
O3,2023-11-20T08:00:00+01:00,42.66
O3,2023-11-20T09:00:00+01:00,43.64
O3,2023-11-20T10:00:00+01:00,40.91
O3,2023-11-20T11:00:00+01:00,38.82
O3,2023-11-20T12:00:00+01:00,40.16
O3,2023-11-20T13:00:00+01:00,46.97
O3,2023-11-20T14:00:00+01:00,52.85
O3,2023-11-20T15:00:00+01:00,51.88
O3,2023-11-20T16:00:00+01:00,49.38
O3,2023-11-20T17:00:00+01:00,39.19
O3,2023-11-20T18:00:00+01:00,38.11
O3,2023-11-20T19:00:00+01:00,33.78
O3,2023-11-20T20:00:00+01:00,28.96
O3,2023-11-20T21:00:00+01:00,14.0
O3,2023-11-20T22:00:00+01:00,7.85
O3,2023-11-20T23:00:00+01:00,2.34
O3,2023-11-21T00:00:00+01:00,-1.1
O3,2023-11-21T01:00:00+01:00,-1.49
O3,2023-11-21T02:00:00+01:00,-2.14
O3,2023-11-21T03:00:00+01:00,-1.78
O3,2023-11-21T04:00:00+01:00,-0.43
O3,2023-11-21T05:00:00+01:00,1.12
O3,2023-11-21T06:00:00+01:00,-0.01
O3,2023-11-21T07:00:00+01:00,2.06
O3,2023-11-21T08:00:00+01:00,1.52
O3,2023-11-21T09:00:00+01:00,13.86
O3,2023-11-21T10:00:00+01:00,31.65
O3,2023-11-21T11:00:00+01:00,27.63
O3,2023-11-21T12:00:00+01:00,32.55
O3,2023-11-21T13:00:00+01:00,28.75
O3,2023-11-21T14:00:00+01:00,26.86
O3,2023-11-21T15:00:00+01:00,21.51
O3,2023-11-21T16:00:00+01:00,21.45
O3,2023-11-21T17:00:00+01:00,26.51
O3,2023-11-21T18:00:00+01:00,24.98
O3,2023-11-21T19:00:00+01:00,20.6
O3,2023-11-21T20:00:00+01:00,11.11
O3,2023-11-21T21:00:00+01:00,12.25
O3,2023-11-21T22:00:00+01:00,10.86
O3,2023-11-21T23:00:00+01:00,10.12
O3,2023-11-22T00:00:00+01:00,7.44
O3,2023-11-22T01:00:00+01:00,6.45
O3,2023-11-22T02:00:00+01:00,11.58
